,model_combo,r_score,r_squared,mean_squared
0,5%_combined,0.9690798378974034,0.9391157322192576,20.571428571428573
1,5%_log_rand,0.9454292514805507,0.8938364695550743,30.0
2,5%_log_up,0.913427271248925,0.8343493798612571,31.11111111111111
3,5%_mix_no,0.9466966082359519,0.8962344680454555,33.0
4,5%_mix_rand,0.8122103378681006,0.6596856329398141,44.285714285714285
5,5%_rf_up,-0.055989251095585425,0.0031347962382445136,58.0
6,5%_rf_rand,0.5152584928879187,0.26549131449312935,60.5
7,5%_knn_up,0.7800510093574106,0.6084795771995151,66.25
8,5%_nn_no,0.8762368688211689,0.7677910502815264,78.0
9,5%_mix_up,0.9141440940362285,0.835659424661317,80.625
10,5%_knn_no,0.6709393621188067,0.4501596276403912,103.66666666666667
11,5%_rf_no,-0.4690075392040925,0.21996807183027836,120.4
12,5%_log_no,0.7576695313378274,0.5740631187176831,158.54545454545453
13,5%_nn_rand,0.6622832261203133,0.43861907160033003,198.7
14,5%_knn_rand,-0.13976033642450506,0.019532951637490834,204.625
15,5%_nn_up,0.5563985975250247,0.3095793993278145,235.1818181818182
16,5%_mlp_rand,0.7708228490573734,0.5941678646289262,248.8181818181818
17,5%_mlp_up,0.30591950221190295,0.0935867418335785,406.4166666666667
18,5%_mlp_no,0.5630397887823925,0.3170138037521211,483.64285714285717
